00370209788   |116|01|00000050000|99            |924           |L|A|20081101
00375367616   |001|01|00000050000|99            |924           |L|A|20081101
00375447644   |001|01|00000050000|99            |125           |L|A|20110131
00375592652   |116|01|00000050000|99            |120           |L|A|20150622
00382446674   |116|01|00000050000|99            |954           |L|A|20160830
00383499658   |116|01|00000050000|99            |954           |L|A|20160830
00383701660   |001|01|00000050000|99            |135           |L|A|20090728
00390460605   |116|01|00000000000|99            |999           |L|A|20170322
00395711657   |116|01|00000050000|99            |925           |L|A|20100208
00395738695   |116|01|00000050000|99            |131           |L|A|20081101
00400927632   |001|01|00000050000|2;99          |708;999       |L|A|20081101
00402550692   |116|01|00000000000|99            |710           |L|A|20171019
00403586666   |116|01|00000000000|99            |122           |L|A|20160624
00453606695   |116|01|00000000000|99            |926           |L|A|20170427
00457896655   |001|01|00000050000|99            |350           |L|A|20081101
00474824608   |001|01|00000050000|99            |128           |L|A|20081101
00475232631   |001|01|00000050000|99            |924           |L|A|20081101
00476209609   |001|03|00000050000|99            |928           |L|A|20081101
00476882621   |004|01|00000050000|99            |120           |L|A|20081101
00479025665   |116|01|00000050000|2;99          |707;121       |L|A|20140820
00479151610   |001|01|00000050000|99            |926           |L|A|20081101
00484218638   |116|01|00000050000|99            |128           |L|A|20160406
00485358697   |001|01|00000052116|99            |125           |L|A|20081101
00488948690   |116|01|00000000000|99            |990           |L|A|20131230
00489927637   |001|01|00000050000|99            |925           |L|A|20110606
00489949606   |001|01|00000050000|99            |923           |L|A|20081101
00494990686   |116|01|00000050000|99            |120           |L|A|20100412
00495733652   |116|01|00000000000|99            |999           |L|A|20180418
00498473686   |001|01|00000050000|99            |128           |L|A|20081101
00501464670   |116|01|00000000000|99            |136           |L|A|20170919
00501897607   |001|01|00000050000|99            |136           |L|A|20120928
00504089684   |116|01|00000050000|99            |881           |L|A|20180511
00505268639   |004|01|00000050000|99            |125           |L|A|20081101
00507589696   |116|01|00000050000|99            |923           |L|A|20090702
00508839688   |004|01|00000050000|99            |137           |L|A|20101020
00510910629   |001|01|00000050000|99            |923           |L|A|20081101
00511324600   |001|01|00000050000|99            |999           |L|A|20090123
00514169648   |004|01|00000050000|99            |130           |L|A|20081101
00527309648   |001|01|00000050000|99            |924           |L|A|20090318
00529495678   |001|01|00000050000|99            |923           |L|A|20081101
00536071632   |001|01|00000000000|2;99          |708;999       |L|A|20180711
00536447608   |116|01|00000050000|99            |927           |L|A|20170526
00536568650   |001|01|00000000000|99            |123           |L|A|20180731
00536651639   |004|01|00000000000|99            |923           |L|A|20100605
00537786694   |001|01|00000050000|99            |123           |L|A|20090909
00545125650   |116|01|00000122530|99            |121           |L|A|20170109
00545681618   |001|01|00000050000|99            |928           |L|A|20100903
00545702631   |001|01|00000050000|99            |924           |L|A|20090430
00545703603   |001|01|00000050000|99            |126           |L|A|20101216
00546441602   |116|01|00000050000|99            |129           |L|A|20110318
00546452639   |116|01|00000050000|99            |954           |L|A|20120612
00546791689   |116|01|00000050000|99            |924           |L|A|20130220
00547715609   |001|01|00000050000|99            |124           |L|A|20081101
00547724608   |001|01|00000050000|99            |927           |L|A|20100527
00548446652   |001|01|00000050000|99            |130           |L|A|20081101
00548556679   |001|01|00000050000|99            |125           |L|A|20090429
00548576602   |116|01|00000050000|99            |954           |L|A|20091113
00548662606   |001|01|00000050000|99            |928           |L|A|20081101
00548750645   |116|01|00000050000|99            |927           |L|A|20110818
00551028670   |116|01|00000050000|99            |124           |L|A|20170323
00570878659   |001|01|00000062906|99            |125           |L|A|20081101
00579300404   |116|01|00000050000|99            |152           |L|A|20130214
00619933607   |001|01|00000050000|99            |137           |L|A|20081101
00621402800   |001|01|00000050000|99            |924           |L|A|20081101
00624914666   |116|01|00000050000|99            |990           |L|A|20120925
00637374690   |001|01|00000050000|99            |923           |L|A|20081101
00637568621   |116|01|00000050000|99            |990           |L|A|20131111
00647621657   |001|01|00000050000|99            |121           |L|A|20090314
00647680661   |001|01|00000050000|99            |999           |L|A|20081101
00647738686   |116|01|00000030000|99            |990           |L|A|20101104
00648947629   |116|01|00000050000|99            |135           |L|A|20081101
00649547659   |116|01|00000000000|99            |123           |L|A|20180221
00651904676   |001|01|00000050000|99            |999           |L|A|20090302
00654668612   |116|01|00000050000|99            |121           |L|A|20081101
00666271844   |116|01|00000050000|99            |954           |L|A|20160830
00677923678   |116|01|00000000000|2;99          |708;999       |L|A|20180511
00681954604   |116|01|00000050000|99            |999           |L|A|20090425
00686797698   |001|01|00000050000|99            |120           |L|A|20100818
00695507605   |001|01|00000056537|99            |126           |L|A|20120608
00697059685   |116|01|00000050000|99            |999           |L|A|20081101
00697143635   |001|01|00000050000|99            |928           |L|A|20090202
00697198618   |116|01|00000050000|99            |126           |L|A|20081101
00697461688   |001|01|00000050000|99            |925           |L|A|20100430
00697595617   |004|01|00000050000|99            |124           |L|A|20081101
00699154669   |001|01|00000050000|99            |924           |L|A|20090707
00699372658   |116|01|00000000000|99            |223           |L|A|20160707
00702519677   |001|01|00000050000|99            |126           |L|A|20081101
00703041657   |001|01|00000050000|99            |925           |L|A|20090214
00703124609   |004|01|00000050000|99            |138           |L|A|20081101
00715235613   |001|01|00000056290|99            |133           |L|A|20081101
00715537628   |116|01|00000050000|99            |135           |L|A|20160919
00715580639   |001|01|00000050000|99            |925           |L|A|20081101
00716177609   |001|02|00000050000|99            |133           |L|A|20081101
00720734622   |116|01|00000050000|99            |152           |L|A|20120507
00742028631   |116|01|00000000000|99            |990           |L|A|20180809
00747778663   |001|01|00000050000|99            |132           |L|A|20110815
00756367867   |001|01|00000050000|99            |926           |L|A|20120611
00762022671   |001|01|00000050000|99            |128           |L|A|20081101
00765554615   |001|01|00000050000|99            |350           |L|A|20110318
00775775746   |001|01|00000050000|99            |137           |L|A|20081101
00780274890   |001|01|00000000000|99            |129           |L|A|20180731
00781706645   |116|01|00000000000|99            |120           |L|A|20170221
00808602659   |116|01|00000050000|99            |125           |L|A|20081101
00809509652   |001|01|00000050000|99            |926           |L|A|20081101
00809510669   |001|01|00000050000|99            |927           |L|A|20081101
00822817691   |001|01|00000050000|99            |926           |L|A|20081101
00826859674   |021|01|00000050000|99            |881           |L|A|20180511
00830381678   |116|01|00000050000|99            |136           |L|A|20090808
00830530690   |001|01|00000050000|99            |923           |L|A|20100813
00856711691   |004|01|00000050000|99            |927           |L|A|20101213
00859240673   |001|01|00000050000|99            |999           |L|A|20081101
00875169694   |001|01|00000050000|99            |925           |L|A|20120127
00875944639   |116|01|00000050000|99            |927           |L|A|20170519
00883952602   |003|01|00000050000|99            |924           |L|A|20081101
00885671686   |001|01|00000050000|99            |350           |L|A|20120509
00886065623   |001|01|00000093953|99            |120           |L|A|20081101
00886864690   |116|01|00000050000|99            |994           |L|A|20140905
00941702669   |001|01|00000000000|99            |133           |L|A|20180719
00942304632   |116|01|00000054558|99            |132           |L|A|20140807
00953633608   |001|01|00000050000|99            |130           |L|A|20081101
00954249623   |001|01|00000050000|99            |131           |L|A|20081101
00954661699   |116|01|00000050000|99            |999           |L|A|20081101
00955576601   |116|01|00000050000|99            |954           |L|A|20160830
00955586674   |001|01|00000050000|99            |350           |L|A|20110318
00956789641   |116|01|00000000000|99            |990           |L|A|20150511
00963235664   |001|03|00000050000|99            |923           |L|A|20090103
00963605690   |004|01|00000000000|99            |666           |L|A|20091128
00967082714   |001|01|00000050000|99            |121           |L|A|20081101
00971821682   |116|01|00000000000|99            |990           |L|A|20140606
00972134620   |001|01|00000050000|99            |927           |L|A|20081101
00973243619   |001|01|00000050000|99            |120           |L|A|20090711
00979801613   |001|02|00000050000|99            |138           |L|A|20081101
00981432638   |001|01|00000050000|99            |928           |L|A|20090328
00989477614   |001|01|00000051929|99            |121           |L|A|20081101
01019607513   |001|01|00000000000|99            |120           |L|A|20180608
01064617611   |116|01|00000050000|99            |152           |L|A|20081101
01077098642   |116|01|00000050000|99            |954           |L|A|20160830
01082291650   |001|01|00000050000|99            |134           |L|A|20081101
01118399552   |001|01|00000050000|99            |926           |L|A|20090710
01141694620   |116|01|00000057952|99            |990           |L|A|20081101
01148804846   |001|01|00000050000|99            |926           |L|A|20081101
01167662636   |001|01|00000050000|99            |926           |L|A|20081101
01170154662   |001|01|00000050000|99            |136           |L|A|20081101
01170596681   |116|01|00000050000|99            |927           |L|A|20170524
01171999666   |116|01|00000050000|99            |990           |L|A|20100517
01172170690   |001|01|00000050000|99            |925           |L|A|20101116
01174514604   |116|01|00000050000|99            |990           |L|A|20120925
01175028630   |116|01|00000000000|99            |999           |L|A|20161018
01182499678   |001|01|00000050000|99            |311           |L|A|20131230
01182680666   |116|01|00000000000|99            |122           |L|A|20170509
01185158618   |116|01|00000050000|99            |990           |L|A|20141017
01186881623   |001|01|00000050000|99            |313           |L|A|20131230
01188005669   |321|01|00000050000|99            |999           |L|A|20161027
01189882639   |001|01|00000050000|99            |128           |L|A|20081101
01190862638   |116|01|00000050000|99            |128           |L|A|20081101
01191096629   |001|01|00000050000|99            |122           |L|A|20110809
01191317650   |116|01|00000050000|99            |121           |B|A|20081101
01197709622   |001|01|00000050000|99            |924           |L|A|20100917
01199224600   |001|01|00000050000|99            |926           |L|A|20081101
01201548624   |001|01|00000050000|99            |350           |L|A|20120509
01206612843   |001|01|00000050000|99            |127           |L|A|20081101
01206902680   |116|01|00000000000|99            |999           |L|A|20160216
01208919644   |001|01|00000050000|99            |123           |L|A|20100123
01210277670   |001|01|00000050000|99            |125           |L|A|20081101
01210631601   |001|01|00000050000|99            |925           |L|A|20110207
01213727669   |116|01|00000050000|99            |124           |L|A|20130118
01214823670   |116|01|00000000000|99            |122           |L|A|20160524
01215561660   |116|01|00000050000|99            |402           |L|A|20161004
01221938657   |116|01|00000050000|99            |990           |L|A|20131230
01222089602   |116|01|00000050000|99            |999           |L|A|20140218
01223066606   |001|01|00000050000|99            |928           |L|A|20100621
01226001696   |116|01|00000076903|99            |121           |L|A|20120510
01226794661   |116|01|00000050000|99            |350           |L|A|20160817
01227587651   |004|01|00000050000|99            |350           |L|A|20110318
01227771665   |116|01|00000050000|99            |139           |L|A|20081101
01228397309   |116|01|00000050000|99            |990           |L|A|20140218
01228484627   |116|01|00000050000|99            |999           |L|A|20150706
01229025642   |001|01|00000050000|99            |311           |L|A|20131230
01229635637   |116|01|00000000000|99            |990           |L|A|20140613
01235167658   |001|01|00000050000|99            |923           |L|A|20101211
01237251605   |116|01|00000000000|99            |926           |L|A|20170602
01240318626   |116|01|00000000000|99            |122           |L|A|20170306
01241483604   |001|01|00000050000|99            |125           |L|A|20090729
01242799613   |001|01|00000050000|99            |313           |L|A|20131230
01251599605   |001|01|00000050000|99            |925           |L|A|20090902
01252491603   |116|01|00000055188|99            |134           |L|A|20160614
01257361694   |001|01|00000000000|99            |124           |L|A|20180802
01258527707   |001|01|00000050000|99            |928           |L|A|20081101
01259926613   |001|01|00000050000|99            |923           |L|A|20100130
01261440609   |116|01|00000050000|99            |124           |L|A|20160822
01264975678   |001|01|00000050000|99            |927           |L|A|20090821
01267462655   |116|01|00000050000|99            |990           |L|A|20131227
01267967692   |001|01|00000050000|99            |923           |L|A|20081101
01269931652   |001|01|00000050000|99            |311           |L|A|20131230
01273330617   |116|01|00000081454|99            |125           |L|A|20160823
01274213606   |001|01|00000050000|99            |123           |L|A|20090905
01275369650   |001|01|00000050000|99            |123           |L|A|20101019
01276390637   |116|01|00000050000|99            |137           |L|A|20140402
01277714681   |116|01|00000000000|99            |128           |L|A|20171006
01279099666   |001|01|00000050000|99            |138           |L|A|20101021
01280520663   |001|01|00000050000|99            |923           |L|A|20081101
01281053643   |001|01|00000050000|99            |123           |L|A|20110415
01286173817   |116|01|00000050000|99            |120           |L|A|20081101
01289054681   |001|01|00000050000|99            |123           |L|A|20081101
01291825673   |001|01|00000067187|99            |130           |L|A|20101214
01293976601   |001|01|00000050000|99            |923           |L|A|20090730
01297517660   |116|01|00000050000|99            |990           |L|A|20120717
01302166662   |001|01|00000050000|99            |923           |L|A|20100812
01302951670   |116|01|00000050000|99            |120           |L|A|20170203
01303709678   |116|01|00000050000|99            |925           |L|A|20130117
01305170628   |001|01|00000050000|99            |923           |L|A|20120627
01308443650   |116|01|00000050000|99            |990           |L|A|20140815
01309210683   |001|01|00000050000|99            |350           |L|A|20120509
01310427690   |001|01|00000050000|99            |925           |L|A|20110627
01312323639   |001|01|00000050000|99            |925           |L|A|20081101
01323243690   |001|01|00000000000|2;99          |708;999       |L|A|20180726
01328849686   |001|01|00000000000|99            |924           |L|A|20100419
01329450612   |001|01|00000050000|99            |923           |L|A|20081101
01330736613   |001|01|00000000000|99            |134           |L|A|20180711
01337282693   |116|01|00000050000|99            |225           |L|A|20120402
01339162601   |116|01|00000000000|99            |990           |L|A|20140206
01340497646   |021|01|00000050000|99            |881           |L|A|20180511
01341221601   |116|01|00000050000|99            |881           |L|A|20180511
01341678644   |116|01|00000000000|99            |990           |L|A|20150130
01344578624   |001|01|00000050000|99            |999           |L|A|20150112
01346659613   |008|01|00000050000|99            |881           |L|A|20180511
01348023651   |116|01|00000050000|99            |923           |L|A|20110122
01353095657   |001|01|00000050000|99            |924           |L|A|20091222
01354558634   |001|01|00000050000|99            |924           |L|A|20081101
01354778758   |001|01|00000050000|99            |133           |L|A|20090518
01357715609   |001|01|00000057600|99            |925           |L|A|20120417
01358590699   |116|01|00000000000|99            |990           |L|A|20180710
01361662611   |116|01|00000000000|99            |123           |L|A|20151216
01363958640   |004|01|00000050000|99            |402           |L|A|20140117
01365892603   |001|01|00000050000|99            |122           |L|A|20100816
01370264631   |010|01|00000000000|99            |999           |L|A|20180607
01372856633   |001|01|00000050000|99            |134           |L|A|20081101
01373572655   |116|01|00000052305|99            |125           |L|A|20170619
01375560638   |116|01|00000000000|99            |999           |L|A|20180216
01377253619   |116|01|00000050000|99            |926           |L|A|20090417
01378705661   |001|01|00000050000|99            |120           |L|A|20100922
01386461636   |116|01|00000000000|99            |954           |L|A|20160314
01387328689   |116|01|00000000000|99            |990           |L|A|20160309
01387721690   |001|01|00000050000|99            |136           |L|A|20081101
01388619601   |001|01|00000050000|99            |923           |L|A|20081101
01391444639   |001|01|00000050000|99            |402           |L|A|20110624
01394854650   |001|01|00000083103|99            |138           |L|A|20100414
01398103667   |116|01|00000050000|99            |699           |L|A|20161027
01398435660   |116|01|00000050000|99            |926           |L|A|20120125
01398515698   |116|01|00000050000|99            |139           |L|A|20170127
01398996696   |116|01|00000000000|99            |999           |L|A|20170428
01401875610   |001|01|00000050000|99            |128           |L|A|20101022
01404491678   |001|01|00000050000|99            |134           |L|A|20081101
01406317632   |116|01|00000239375|99            |120           |L|A|20150511
01407283766   |116|01|00000050000|99            |133           |L|A|20120128
01408911612   |001|01|00000050000|99            |137           |L|A|20100916
01415556610   |116|01|00000000000|99            |128           |L|A|20180216
01419112635   |116|01|00000050000|99            |990           |L|A|20131127
01423223691   |001|01|00000050000|99            |923           |L|A|20081101
01425351689   |021|01|00000050000|99            |881           |L|A|20180511
01430273607   |001|01|00000056300|99            |125           |L|A|20090330
01433382695   |001|01|00000050000|99            |925           |L|A|20081101
01435537637   |001|01|00000000000|99            |990           |L|A|20180709
01440157650   |116|01|00000050000|99            |990           |L|A|20150106
01447412613   |021|01|00000050000|99            |881           |L|A|20180511
01450059686   |001|01|00000050000|99            |928           |L|A|20081101
01452181632   |116|01|00000050000|99            |999           |L|A|20170201
01457160668   |001|01|00000050000|99            |928           |L|A|20101029
01460853610   |116|01|00000050000|99            |990           |L|A|20170221
01468558684   |116|01|00000000000|99            |990           |L|A|20180809
01478359684   |021|01|00000050000|99            |881           |L|A|20180511
01478413646   |116|01|00000050000|99            |999           |L|A|20160218
01478414618   |001|01|00000050000|99            |132           |L|A|20081101
01478882638   |001|01|00000050000|99            |925           |L|A|20100813
01480967602   |001|01|00000050000|99            |311           |L|A|20131230
01484449622   |116|01|00000050000|99            |990           |L|A|20131230
01484550692   |001|01|00000000000|99            |126           |L|A|20180705
01486774601   |116|01|00000000000|99            |990           |L|A|20140604
01488690685   |116|01|00000000000|99            |990           |L|A|20171005
01491426683   |001|02|00000198946|99            |129           |L|A|20110309
01496127617   |116|02|00000050000|99            |129           |L|A|20140828
01499900651   |116|01|00000050000|99            |120           |L|A|20170510
01500879690   |001|01|00000050000|99            |924           |L|A|20081101
01511385677   |116|01|00000050000|99            |881           |L|A|20180511
01512400602   |116|01|00000050000|99            |990           |L|A|20141126
01516319729   |001|01|00000050000|99            |925           |L|A|20110110
01518818633   |116|01|00000050000|99            |999           |L|A|20120410
01519198604   |116|01|00000000000|99            |135           |L|A|20170410
01522905677   |116|01|00000000000|99            |402           |L|A|20160721
01526860619   |116|01|00000000000|99            |990           |L|A|20150127
01531526802   |004|01|00000050000|99            |924           |L|A|20081101
01533062625   |116|01|00000050000|99            |923           |L|A|20100324
01534398660   |116|01|00000050000|99            |990           |L|A|20141017
01536294608   |001|01|00000050000|99            |999           |L|A|20090328
01537849620   |001|01|00000050000|99            |924           |L|A|20081101
01539466604   |116|01|00000000000|99            |999           |L|A|20170223
01539943631   |001|01|00000050000|99            |923           |L|A|20101117
01542318602   |008|01|00000174988|99            |129           |L|A|20081101
01542542669   |001|01|00000050000|99            |125           |L|A|20081101
01548132659   |116|01|00000000000|99            |930           |L|A|20170126
01548371645   |116|01|00000000000|99            |990           |L|A|20151118
01550913603   |001|01|00000000000|99            |990           |L|A|20180622
01553228693   |001|01|00000050000|99            |152           |L|A|20140130
01555610650   |004|01|00000050000|99            |139           |L|A|20081101
01561640603   |021|01|00000050000|99            |881           |L|A|20180511
01562005626   |116|01|00000072483|99            |133           |L|A|20160921
01563816644   |001|01|00000050000|99            |131           |L|A|20081101
01569543623   |116|01|00000050000|99            |990           |L|A|20081101
01571170650   |001|01|00000050000|99            |926           |L|A|20081101
01572814691   |001|01|00000050000|99            |925           |L|A|20081101
01576960650   |001|01|00000050000|99            |924           |L|A|20120525
01582145601   |116|01|00000050000|99            |134           |L|A|20170704
01595354689   |116|01|00000050000|99            |122           |L|A|20140626
01597267600   |116|01|00000000000|99            |123           |L|A|20180511
01598302655   |001|01|00000050000|99            |999           |L|A|20100416
01602116628   |116|01|00000050000|99            |990           |L|A|20131218
01613571640   |116|01|00000050000|99            |990           |L|A|20120320
01613790600   |001|01|00000050000|99            |137           |L|A|20081101
01615612688   |116|01|00000000000|99            |138           |L|A|20160307
01620851687   |116|02|00000050000|99            |137           |L|A|20090107
01622326679   |116|01|00000000000|99            |351           |L|A|20160513
01626279632   |001|01|00000058415|99            |123           |L|A|20101021
01627923608   |116|01|00000093238|99            |127           |L|A|20161005
01629738611   |001|01|00000050000|99            |926           |L|A|20081101
01630715603   |116|01|00000000000|99            |990           |L|A|20180723
01633192601   |116|01|00000000000|99            |999           |L|A|20160308
01636698646   |116|01|00000000000|99            |990           |L|A|20180809
01639917667   |116|01|00000000000|99            |990           |L|A|20150107
01651068674   |116|01|00000050000|99            |990           |L|A|20131023
01665648694   |001|01|00000050000|99            |999           |L|A|20090703
01666379638   |116|01|00000050000|99            |926           |L|A|20170526
01680983695   |116|01|00000050000|99            |137           |L|A|20160310
01691502677   |001|01|00000066889|99            |122           |L|A|20081101
01707187789   |001|01|00000000000|99            |124           |L|A|20180612
01710329696   |116|01|00000050000|99            |990           |L|A|20131107
01721574638   |116|01|00000050000|99            |127           |L|A|20170202
01734643609   |116|01|00000000000|99            |922           |L|A|20160811
01757045627   |116|01|00000050000|99            |881           |L|A|20180511
01760885630   |001|01|00000050000|99            |923           |L|A|20110913
01771168625   |001|01|00000050000|99            |928           |L|A|20120629
01778599621   |116|01|00000000000|99            |990           |L|A|20161212
01804718645   |321|01|00000050000|99            |881           |L|A|20180511
01805761609   |116|01|00000000000|99            |122           |L|A|20160216
01826398600   |001|01|00000050000|99            |126           |L|A|20081101
01830030710   |005|01|00000050000|99            |402           |L|A|20160701
01840723602   |116|01|00000000000|2;99          |712;930       |L|A|20180306
01843402688   |116|01|00000000000|99            |132           |L|A|20160429
01848857608   |116|01|00000000000|99            |990           |L|A|20150313
01850096627   |116|01|00000050000|99            |123           |L|A|20170419
01852539623   |116|01|00000050000|99            |124           |L|A|20160322
01858832659   |116|01|00000000000|99            |131           |L|A|20160715
01875756655   |116|01|00000000000|99            |123           |L|A|20171212
01883639638   |116|01|00000000000|99            |125           |L|A|20180309
01891195603   |116|01|00000050000|99            |402           |L|A|20150819
01897430698   |001|10|00000000000|99            |121           |L|A|20180801
01902347684   |116|01|00000000000|99            |129           |L|A|20160415
01976891671   |001|01|00000050000|99            |134           |L|A|20081101
01982711825   |001|02|00000050000|99            |124           |L|A|20081101
02002987637   |116|01|00000050000|99            |120           |L|A|20160511
02003597549   |001|01|00000050000|99            |923           |L|A|20090817
02066431605   |116|01|00000000000|99            |990           |L|A|20140610
02096069670   |116|01|00000050000|99            |928           |L|A|20170509
02096941652   |001|01|00000000000|99            |121           |L|A|20180809
02107551642   |116|01|00000050000|99            |990           |L|A|20141017
02112977806   |001|01|00000050000|99            |135           |L|A|20081101
02160795607   |001|01|00000050000|99            |134           |L|A|20081101
02161160583   |116|01|00000000000|99            |121           |L|A|20170309
02186325683   |116|01|00000050000|99            |990           |L|A|20141017
02230829882   |001|01|00000050000|99            |928           |L|A|20091128
02270434722   |116|01|00000000000|99            |999           |L|A|20160624
02288361662   |116|01|00000000000|99            |128           |L|A|20170810
02288945656   |116|01|00000000000|99            |136           |L|A|20150911
02328775640   |116|01|00000000000|99            |990           |L|A|20141017
02331730644   |001|01|00000050000|99            |137           |L|A|20081101
02368874674   |001|01|00000050000|99            |133           |L|A|20100518
02369573686   |001|01|00000050000|99            |999           |L|A|20081101
02373447690   |116|01|00000050000|99            |402           |L|A|20160429
02374352684   |001|01|00000050000|99            |120           |L|A|20100318
02377145663   |116|01|00000050000|99            |152           |L|A|20081101
02377634605   |001|01|00000050000|99            |152           |L|A|20110413
02382333677   |116|01|00000050000|99            |123           |L|A|20160518
02384300652   |001|01|00000050000|99            |999           |L|A|20120223
02392945640   |001|01|00000050000|99            |131           |L|A|20081101
02394593695   |116|01|00000050000|99            |131           |L|A|20081101
02400092664   |116|01|00000050000|99            |122           |L|A|20081101
02408426693   |116|01|00000050000|99            |122           |L|A|20160930
02417935643   |116|01|00000000000|99            |124           |L|A|20180525
02418382745   |001|01|00000083591|99            |123           |L|A|20081101
02427689629   |001|01|00000050000|2;99          |706;127       |L|A|20140130
02429751607   |001|01|00000050000|99            |924           |L|A|20090722
02431316661   |116|01|00000000000|99            |123           |L|A|20100828
02453881760   |001|01|00000050000|99            |925           |L|A|20110621
02472785801   |001|01|00000050000|99            |126           |L|A|20081101
02479571602   |001|01|00000050000|99            |925           |L|A|20100206
02486201777   |001|01|00000050000|99            |127           |L|A|20081101
02487923695   |001|01|00000050000|99            |925           |L|A|20081101
02487924667   |116|01|00000050000|99            |999           |L|A|20130509
02530722633   |001|01|00000050000|99            |122           |L|A|20081101
